trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
3,733,7.35,6,9,4,0.015006821282401,0.010027285129604,0.545454545454545,0
3,1374,51.79,9,0,4,0.000727802037846,0.037692867540029,9,0
6,1473,0.01,10,8,0,0.005431093007468,6.78886625933469E-06,1.25,0
5,1487,51.83,3,7,1,0.001344989912576,0.034855413584398,1.5,0
3,1754,93.43,4,6,5,0.007981755986317,0.053266818700114,0.285714285714286,0
3,270,85.17,11,1,0,0.033333333333333,0.315444444444444,1.22222222222222,0
3,1331,52.7,6,6,2,0.018031555221638,0.039594290007513,0.25,0
1,580,80.49,7,9,0,0.012068965517241,0.138775862068965,1,0
2,735,29.79,4,7,2,0.038095238095238,0.040530612244898,0.142857142857143,0
5,641,19.4,5,6,2,0.024960998439938,0.030265210608424,0.3125,0
3,1690,3.59,3,9,3,0.013609467455621,0.00212426035503,0.130434782608696,0
4,1662,21.4,3,7,3,0.012033694344164,0.012876052948255,0.15,0
4,581,92.87,5,9,2,0.005163511187608,0.159845094664372,1.66666666666667,0
5,494,44.76,1,9,4,0.012145748987854,0.090607287449393,0.166666666666667,0
1,1679,62.67,0,2,4,0.016676593210244,0.037325789160214,0,1
5,337,9.35,3,7,3,0.047477744807122,0.027744807121662,0.1875,0
4,661,88.58,4,4,1,0.030257186081694,0.134009077155824,0.2,0
1,521,89.61,1,0,1,0.055662188099808,0.171996161228407,0.03448275862069,0
3,1072,89.13,0,3,1,0.004664179104478,0.083143656716418,0,0
5,1621,53.69,0,7,1,0.016039481801357,0.033121529919803,0,0
4,40,25.99,6,5,5,0.35,0.64975,0.428571428571429,0
5,1106,13.65,4,3,3,0.003616636528029,0.012341772151899,1,0
1,153,39.39,4,3,4,0.084967320261438,0.257450980392157,0.307692307692308,0
1,950,25.83,0,1,4,0.031578947368421,0.027189473684211,0,1
6,1387,44.83,5,9,1,0.010814708002884,0.032321557317952,0.333333333333333,0
5,1230,41.21,2,8,2,0.00650406504065,0.03350406504065,0.25,0
4,982,61.84,10,3,4,0.028513238289206,0.062973523421589,0.357142857142857,0
5,1423,41.76,10,2,2,0.013352073085032,0.029346451159522,0.526315789473684,0
2,1228,73.68,2,6,0,0.013843648208469,0.06,0.117647058823529,0
1,1691,90.31,6,5,1,0.012418687167357,0.053406268480189,0.285714285714286,1
6,328,56.33,1,9,0,0.064024390243902,0.171737804878049,0.047619047619048,0
3,261,86.46,9,5,4,0.114942528735632,0.331264367816092,0.3,0
6,1359,2.14,3,0,1,0.002943340691685,0.001574687270052,0.75,0
3,1190,59.76,6,5,4,0.021008403361345,0.050218487394958,0.24,0
3,1236,80.09,3,9,3,0.010517799352751,0.064797734627832,0.230769230769231,0
2,319,61.79,5,2,3,0.018808777429467,0.193699059561129,0.833333333333333,0
4,1260,41.49,10,4,2,0.012698412698413,0.032928571428571,0.625,0
2,163,3.81,5,0,3,0.104294478527607,0.023374233128834,0.294117647058824,0
4,676,61.02,6,2,2,0.011834319526627,0.090266272189349,0.75,0
3,674,50.15,11,4,0,0.014836795252226,0.074406528189911,1.1,0
5,150,87.47,5,6,2,0.066666666666667,0.583133333333333,0.5,0
6,172,3,0,6,0,0.081395348837209,0.017441860465116,0,0
3,36,32.45,1,4,2,0.111111111111111,0.901388888888889,0.25,0
3,784,98.48,3,4,0,0.030612244897959,0.125612244897959,0.125,0
2,135,29.17,3,1,5,0.192592592592593,0.216074074074074,0.115384615384615,0
3,684,86.69,5,1,0,0.021929824561404,0.126739766081871,0.333333333333333,0
4,790,64.89,5,9,3,0.020253164556962,0.082139240506329,0.3125,0
2,1433,64.76,4,9,1,0.013956734124215,0.045191905094208,0.2,0
5,895,83.1,1,4,3,0.003351955307263,0.092849162011173,0.333333333333333,0
1,1428,82.07,9,3,1,0.00140056022409,0.057471988795518,4.5,0
3,1099,52.86,10,2,1,0.023657870791629,0.048098271155596,0.384615384615385,0
5,902,54.43,1,4,2,0.033259423503326,0.060343680709534,0.033333333333333,0
5,1808,30.75,4,7,2,0.009402654867257,0.017007743362832,0.235294117647059,0
2,1103,86.78,5,6,0,0.025385312783318,0.078676337262013,0.178571428571429,0
2,1396,2.12,1,1,2,0.013610315186246,0.001518624641834,0.052631578947368,0
4,499,30.42,4,6,0,0.012024048096192,0.060961923847695,0.666666666666667,0
6,1239,94.94,2,0,5,0.010492332526231,0.076626311541566,0.153846153846154,0
1,18,20.66,4,4,5,1.61111111111111,1.14777777777778,0.137931034482759,0
4,455,89.1,7,0,3,0.008791208791209,0.195824175824176,1.75,0
5,141,51.73,6,5,0,0.099290780141844,0.366879432624113,0.428571428571429,0
4,58,23.55,3,4,3,0.120689655172414,0.406034482758621,0.428571428571429,0
1,846,4.2,3,3,5,0.001182033096927,0.004964539007092,3,0
3,801,47.12,10,7,5,0.028714107365793,0.058826466916355,0.434782608695652,0
6,1795,88.13,4,10,5,0.003342618384401,0.049097493036212,0.666666666666667,0
5,1524,32.56,0,1,2,0.017716535433071,0.021364829396326,0,0
6,284,60.84,0,2,3,0.038732394366197,0.214225352112676,0,0
3,851,15.46,1,2,0,0.018801410105758,0.018166862514689,0.0625,0
6,1627,87.66,7,0,5,0.012292562999385,0.053878303626306,0.35,0
5,1149,36.63,7,0,4,0.019147084421236,0.031879895561358,0.318181818181818,0
2,1269,59.1,5,5,5,0.006304176516942,0.046572104018913,0.625,0
1,809,15.94,5,2,3,0.032138442521632,0.019703337453647,0.192307692307692,0
5,1122,7.37,5,5,5,0.012477718360071,0.00656862745098,0.357142857142857,0
2,1203,74.91,9,1,3,0.010806317539485,0.062269326683292,0.692307692307692,0
6,1053,40.34,2,1,0,0.000949667616334,0.038309591642925,2,0
1,1075,3.22,5,1,3,0.001860465116279,0.002995348837209,2.5,0
1,1512,75,11,6,1,0.015873015873016,0.049603174603175,0.458333333333333,1
2,524,1.39,8,7,1,0.017175572519084,0.002652671755725,0.888888888888889,0
5,87,63.45,2,7,3,0.149425287356322,0.729310344827586,0.153846153846154,0
6,1743,42.09,11,2,2,0.012621916236374,0.024148020654045,0.5,0
2,1286,61.21,5,9,3,0.006220839813375,0.047597200622084,0.625,0
1,1403,59.68,4,1,1,0.013542409123307,0.042537419814683,0.210526315789474,0
3,482,10.14,8,10,4,0.043568464730291,0.02103734439834,0.380952380952381,0
1,22,5.67,11,10,3,0.954545454545455,0.257727272727273,0.523809523809524,0
5,102,14.49,0,2,3,0.166666666666667,0.142058823529412,0,0
2,245,55.29,0,10,2,0.053061224489796,0.225673469387755,0,0
1,1434,8.6,10,9,2,0.01534170153417,0.005997210599721,0.454545454545455,1
1,1486,57.13,4,1,1,0.015477792732167,0.038445491251682,0.173913043478261,0
5,336,72.56,2,5,2,0.056547619047619,0.215952380952381,0.105263157894737,0
1,1126,31.39,8,7,3,0.002664298401421,0.027877442273535,2.66666666666667,0
6,689,51.27,1,10,0,0.027576197387518,0.074412191582003,0.052631578947368,0
1,886,84.93,9,3,5,0.015801354401806,0.095857787810384,0.642857142857143,0
4,1603,90,1,1,5,0.000623830318153,0.056144728633812,1,0
3,1808,89.35,5,1,1,0.013827433628319,0.049419247787611,0.2,0
1,213,17.76,11,3,0,0.051643192488263,0.083380281690141,1,0
3,1515,44.1,1,1,0,0.015841584158416,0.029108910891089,0.041666666666667,0
6,1098,33.87,0,10,1,0.007285974499089,0.030846994535519,0,0
3,1814,39.47,3,9,5,0.008820286659316,0.021758544652701,0.1875,0
5,937,70.88,4,1,3,0.006403415154749,0.075645677694771,0.666666666666667,0
6,1147,17.81,2,9,4,0.005231037489102,0.015527462946818,0.333333333333333,0
4,123,88.45,0,7,3,0.065040650406504,0.719105691056911,0,0
3,1027,80.15,8,5,3,0.001947419668939,0.078042843232717,4,0
6,73,31.2,6,3,5,0.410958904109589,0.427397260273973,0.2,0
3,1018,66.26,8,5,2,0.019646365422397,0.065088408644401,0.4,0
6,658,49.76,11,4,1,0.024316109422492,0.075623100303951,0.6875,0
3,410,53.61,1,7,5,0.041463414634146,0.130756097560976,0.058823529411765,0
2,1746,75.13,1,1,5,0.016036655211913,0.043029782359679,0.035714285714286,0
4,945,96.49,10,4,1,0.002116402116402,0.10210582010582,5,0
3,1082,91.51,11,6,0,0.00369685767098,0.084574861367837,2.75,0
4,1793,26.52,3,8,4,0.007808142777468,0.014790853318461,0.214285714285714,0
6,511,83.43,3,7,0,0.001956947162427,0.163268101761252,3,0
4,331,39.03,7,5,3,0.054380664652568,0.117915407854985,0.388888888888889,0
5,1196,87.05,8,7,0,0.013377926421405,0.072784280936455,0.5,0
5,1684,35.59,2,3,4,0.014251781472684,0.021134204275534,0.083333333333333,0
5,843,7.77,5,3,3,0.013048635824437,0.009217081850534,0.454545454545455,0
6,671,0.14,10,3,1,0.01043219076006,0.000208643815201,1.42857142857143,0
4,1724,79.77,0,6,1,0.010440835266821,0.04627030162413,0,0
1,1082,10.09,11,3,5,0.011090573012939,0.009325323475046,0.916666666666667,0
6,1386,57.73,11,4,3,0.015873015873016,0.041652236652237,0.5,0
2,157,5.35,11,4,2,0.070063694267516,0.034076433121019,1,0
2,923,19.04,1,1,1,0.011917659804984,0.020628385698808,0.090909090909091,0
2,1249,13.14,1,6,1,0.013610888710969,0.010520416333067,0.058823529411765,0
6,663,0.03,8,5,2,0.040723981900453,4.52488687782805E-05,0.296296296296296,0
6,1477,30.69,0,3,4,0.009478672985782,0.020778605280975,0,0
4,1225,88.95,11,9,5,0.003265306122449,0.072612244897959,2.75,0
1,1399,47.76,3,2,2,0.012151536812009,0.034138670478914,0.176470588235294,0
4,227,71.24,0,0,0,0.030837004405286,0.313832599118943,0,0
4,399,68.52,1,9,4,0.030075187969925,0.171729323308271,0.083333333333333,0
3,1705,71.83,0,6,2,0.002346041055718,0.042129032258065,0,0
6,69,79.78,8,1,1,0.36231884057971,1.15623188405797,0.32,0
1,1213,93.48,9,1,3,0.012366034624897,0.077065127782358,0.6,0
6,1448,58.75,11,8,0,0.013812154696133,0.04057320441989,0.55,0
3,723,83.06,11,5,0,0.016597510373444,0.114882434301521,0.916666666666667,0
6,720,49.12,11,4,5,0.023611111111111,0.068222222222222,0.647058823529412,0
3,458,6.04,3,10,4,0.048034934497817,0.013187772925764,0.136363636363636,0
1,43,23.08,4,6,2,0.604651162790698,0.536744186046512,0.153846153846154,0
6,1649,43.91,9,0,0,0.00970285021225,0.026628259551243,0.5625,0
6,583,24.41,9,8,3,0.020583190394511,0.041869639794168,0.75,0
2,541,90.34,6,3,4,0.016635859519409,0.166987060998152,0.666666666666667,0
1,600,8.8,6,8,3,0.048333333333333,0.014666666666667,0.206896551724138,1
3,946,43.23,6,5,0,0.030655391120507,0.045697674418605,0.206896551724138,0
1,923,72.62,5,9,3,0.022751895991333,0.078678223185265,0.238095238095238,1
3,1762,30.71,7,3,3,0.006810442678774,0.017429057888763,0.583333333333333,0
6,941,47.36,9,4,0,0.018065887353879,0.050329436769394,0.529411764705882,0
3,1449,10.67,9,0,3,0.020703933747412,0.00736369910283,0.3,0
5,439,34.27,0,5,1,0.066059225512529,0.078063781321185,0,0
6,1413,6.91,7,8,5,0.001415428167021,0.004890304317056,3.5,0
1,1448,1.22,0,6,1,0.001381215469613,0.000842541436464,0,0
6,481,24.17,1,5,1,0.027027027027027,0.05024948024948,0.076923076923077,0
4,1325,53.33,3,4,2,0.022641509433962,0.040249056603774,0.1,0
3,670,16.76,0,7,5,0.034328358208955,0.025014925373134,0,0
2,459,58.95,4,10,5,0.0239651416122,0.12843137254902,0.363636363636364,0
4,173,53.37,4,2,0,0.005780346820809,0.30849710982659,4,0
1,389,35.92,6,6,0,0.038560411311054,0.092339331619537,0.4,0
5,110,19.72,1,7,4,0.118181818181818,0.179272727272727,0.076923076923077,0
4,1463,59.89,11,9,5,0.007518796992481,0.040936431989064,1,0
1,1045,45.74,0,2,4,0.026794258373206,0.04377033492823,0,1
1,400,22.96,2,6,0,0.0475,0.0574,0.105263157894737,0
3,868,61.36,6,2,3,0.027649769585254,0.070691244239631,0.25,0
6,1192,59.87,8,6,3,0.02013422818792,0.050226510067114,0.333333333333333,0
4,1066,14.91,7,8,1,0.00187617260788,0.013986866791745,3.5,0
1,1348,78.76,1,0,0,0.014094955489614,0.058427299703264,0.052631578947368,0
6,762,59.93,5,0,4,0.009186351706037,0.078648293963255,0.714285714285714,0
4,1039,4.5,0,0,2,0.00288739172281,0.004331087584216,0,0
2,884,79.98,4,6,5,0.004524886877828,0.090475113122172,1,0
4,1284,22.83,1,3,4,0.023364485981308,0.017780373831776,0.033333333333333,0
2,404,7.98,0,1,2,0.066831683168317,0.019752475247525,0,0
6,884,90.71,4,0,5,0.012443438914027,0.102613122171946,0.363636363636364,0
4,1796,88.53,0,9,0,0.001113585746102,0.049292873051225,0,0
3,565,30.39,2,3,4,0.023008849557522,0.053787610619469,0.153846153846154,0
1,275,65.55,1,5,1,0.098181818181818,0.238363636363636,0.037037037037037,0
5,1326,73.47,5,1,4,0.018099547511312,0.055407239819005,0.208333333333333,0
6,814,41.64,6,3,4,0.007371007371007,0.051154791154791,1,0
5,871,83.86,9,9,4,0.017221584385764,0.096280137772675,0.6,0
6,1223,16.79,1,4,3,0.000817661488144,0.013728536385936,1,0
2,45,32.81,4,4,0,0.133333333333333,0.729111111111111,0.666666666666667,0
5,441,86.58,1,2,3,0.024943310657596,0.196326530612245,0.090909090909091,0
1,1545,60.97,4,10,1,0.010355987055016,0.039462783171521,0.25,0
6,854,18.45,10,9,4,0.032786885245902,0.021604215456675,0.357142857142857,0
2,1280,41.86,6,3,1,0.00390625,0.032703125,1.2,0
4,1412,47.42,10,1,5,0.00070821529745,0.033583569405099,10,0
3,1520,77.71,7,6,4,0.008552631578947,0.051125,0.538461538461538,0
2,932,80.12,2,1,3,0.003218884120172,0.085965665236052,0.666666666666667,0
4,1302,54.48,7,2,3,0.009984639016897,0.04184331797235,0.538461538461538,0
6,206,11.67,6,4,3,0.009708737864078,0.056650485436893,3,0
3,1427,17.54,5,8,4,0.018920812894184,0.01229152067274,0.185185185185185,0
4,514,53.76,6,1,0,0.040856031128405,0.104591439688716,0.285714285714286,0
3,471,25.25,4,8,3,0.050955414012739,0.053609341825902,0.166666666666667,0
1,1434,74.97,3,5,1,0.01813110181311,0.052280334728034,0.115384615384615,1
1,764,37.46,4,8,0,0.020942408376963,0.049031413612565,0.25,0
1,135,63.18,7,6,4,0.022222222222222,0.468,2.33333333333333,0
3,1227,9.43,9,4,0,0.006519967400163,0.007685411572942,1.125,0
6,990,56.52,2,3,4,0.016161616161616,0.057090909090909,0.125,0
2,1467,14.48,7,10,5,0.015678254942059,0.009870483980913,0.304347826086957,0
5,1345,45.01,11,9,1,0.020074349442379,0.03346468401487,0.407407407407407,0
6,1571,13.93,0,6,0,0.01591343093571,0.008866963717377,0,0
6,931,16.24,5,5,4,0.024704618689581,0.017443609022556,0.217391304347826,0
2,271,97.17,5,2,0,0.059040590405904,0.358560885608856,0.3125,0
1,19,63.22,0,2,4,0.631578947368421,3.32736842105263,0,0
6,226,56.79,2,10,2,0.061946902654867,0.251283185840708,0.142857142857143,0
3,731,9.39,2,7,3,0.036935704514364,0.012845417236662,0.074074074074074,0
4,828,66.56,7,4,3,0.007246376811594,0.080386473429952,1.16666666666667,0
5,233,0.54,2,8,0,0.081545064377682,0.002317596566524,0.105263157894737,0
6,1332,16.78,10,2,4,0.003003003003003,0.012597597597598,2.5,0
1,1775,30.56,0,2,2,0.003380281690141,0.017216901408451,0,0
6,191,8.55,9,4,2,0.005235602094241,0.044764397905759,9,0
3,1162,90.67,0,2,0,0.0223752151463,0.07802925989673,0,0
6,165,60.67,11,9,4,0.018181818181818,0.36769696969697,3.66666666666667,0
3,111,99.53,8,10,3,0.081081081081081,0.896666666666667,0.888888888888889,0
3,839,27.44,10,2,3,0.032181168057211,0.032705601907032,0.37037037037037,0
1,1747,25.78,3,3,0,0.010875787063538,0.014756725815684,0.157894736842105,0
3,1683,64.28,10,6,5,0.013071895424837,0.038193701723114,0.454545454545455,0
6,389,75.87,9,2,1,0.012853470437018,0.195038560411311,1.8,0
3,1587,30.25,3,1,0,0.001890359168242,0.019061121613107,1,0
1,213,48.5,0,0,3,0.126760563380282,0.227699530516432,0,0
1,666,58.91,2,9,1,0.022522522522523,0.088453453453454,0.133333333333333,0
4,455,17.87,1,1,4,0.015384615384615,0.039274725274725,0.142857142857143,0
3,859,84.15,7,4,2,0.005820721769499,0.097962747380675,1.4,0
2,861,74.41,2,0,4,0.004645760743322,0.086422764227642,0.5,0
5,889,54.78,8,7,5,0.02474690663667,0.061619797525309,0.363636363636364,0
2,1240,10.77,0,5,3,0.014516129032258,0.008685483870968,0,0
3,160,2.37,0,9,0,0.05,0.0148125,0,0
1,884,3.61,8,0,5,0.019230769230769,0.00408371040724,0.470588235294118,0
2,609,20.04,0,10,4,0.019704433497537,0.032906403940887,0,0
2,502,23.46,6,3,4,0.057768924302789,0.046733067729084,0.206896551724138,0
1,631,94.61,6,5,3,0.019017432646593,0.149936608557845,0.5,0
2,1656,2.7,0,10,1,0.003019323671498,0.001630434782609,0,0
3,574,92.73,8,0,3,0.022648083623693,0.161550522648084,0.615384615384615,0
2,888,55.67,11,5,5,0.016891891891892,0.062691441441441,0.733333333333333,0
4,1412,88.07,1,8,1,0.002832861189802,0.062372521246459,0.25,0
1,195,67.44,7,4,4,0.061538461538462,0.345846153846154,0.583333333333333,0
3,169,0.16,9,1,3,0.130177514792899,0.00094674556213,0.409090909090909,0
5,1263,77.22,10,7,4,0.006334125098971,0.061140142517815,1.25,0
2,295,92.67,7,1,2,0.074576271186441,0.314135593220339,0.318181818181818,0
4,876,53.17,1,8,5,0.014840182648402,0.060696347031964,0.076923076923077,0
6,1789,15.16,3,10,4,0.009502515371716,0.008474007825601,0.176470588235294,0
6,1530,56.97,6,9,2,0.003267973856209,0.037235294117647,1.2,0
4,923,93.36,2,2,3,0.018418201516793,0.101148429035753,0.117647058823529,0
6,1164,89.32,11,4,1,0.006872852233677,0.076735395189003,1.375,0
1,904,9.85,10,2,3,0.011061946902655,0.010896017699115,1,0
4,1293,55.85,9,10,5,0.006187161639598,0.043194122196442,1.125,0
2,1230,95.63,5,7,3,0.001626016260163,0.077747967479675,2.5,0
6,510,27.59,8,5,4,0.003921568627451,0.054098039215686,4,0
6,1586,90.12,8,2,0,0.01828499369483,0.056822194199243,0.275862068965517,0
1,1043,26.42,8,2,5,0.01725790987536,0.025330776605944,0.444444444444444,0
4,975,24.49,6,2,0,0.002051282051282,0.025117948717949,3,0
6,1235,10.5,4,3,1,0.020242914979757,0.008502024291498,0.16,0
6,1034,30.4,2,3,2,0.001934235976789,0.029400386847195,1,0
1,1812,36.14,10,1,2,0.004415011037528,0.019944812362031,1.25,0
5,720,73.29,8,10,3,0.005555555555556,0.101791666666667,2,0
1,518,48.65,9,10,3,0.05019305019305,0.093918918918919,0.346153846153846,1
3,1065,15.49,7,9,1,0.018779342723005,0.014544600938967,0.35,0
6,351,70.31,6,8,2,0.05982905982906,0.20031339031339,0.285714285714286,0
5,1610,93.67,4,6,2,0.003105590062112,0.058180124223603,0.8,0
5,1210,34,8,2,1,0.01404958677686,0.028099173553719,0.470588235294118,0
6,434,15.09,6,5,5,0.004608294930876,0.034769585253456,3,0
5,1716,28,5,6,0,0.013986013986014,0.016317016317016,0.208333333333333,0
5,542,69.76,4,2,0,0.035055350553506,0.128708487084871,0.210526315789474,0
5,1629,58.91,3,2,5,0.010435850214856,0.036163290362185,0.176470588235294,0
4,969,82.38,10,6,3,0.022703818369453,0.085015479876161,0.454545454545455,0
1,1177,82.53,8,0,4,0.011045029736619,0.070118946474087,0.615384615384615,0
1,326,93.09,9,0,1,0.012269938650307,0.285552147239264,2.25,0
6,615,96.76,4,8,3,0.030894308943089,0.157333333333333,0.210526315789474,0
4,120,41.28,1,0,0,0.058333333333333,0.344,0.142857142857143,0
3,1467,70.58,7,9,0,0.007498295841854,0.04811179277437,0.636363636363636,0
5,1620,83.68,4,3,2,0.008641975308642,0.051654320987654,0.285714285714286,0
6,1816,14.92,6,4,2,0.016519823788546,0.008215859030837,0.2,0
4,620,99.63,0,7,2,0.003225806451613,0.160693548387097,0,0
3,1374,52.01,3,4,1,0.000727802037846,0.037852983988355,3,0
2,517,83.67,0,1,3,0.029013539651838,0.16183752417795,0,0
2,940,73.36,2,9,2,0.002127659574468,0.078042553191489,1,0
5,78,74.44,0,2,5,0.358974358974359,0.954358974358974,0,0
4,1221,20.33,6,7,0,0.022113022113022,0.016650286650287,0.222222222222222,0
1,81,6.18,2,4,5,0.234567901234568,0.076296296296296,0.105263157894737,0
2,550,81.73,0,10,0,0.054545454545455,0.1486,0,0
4,239,47.98,6,1,1,0.096234309623431,0.200753138075314,0.260869565217391,0
3,827,39.43,1,2,4,0.008464328899637,0.047678355501814,0.142857142857143,0
4,316,16.35,9,8,0,0.009493670886076,0.051740506329114,3,0
5,805,51.76,11,4,3,0.006211180124224,0.064298136645963,2.2,0
4,89,84.35,1,9,1,0.134831460674157,0.947752808988764,0.083333333333333,0
5,401,20.27,2,6,3,0.002493765586035,0.050548628428928,2,0
4,933,82.79,6,9,4,0.002143622722401,0.088735262593784,3,0
2,1564,24.77,0,9,5,0.004475703324808,0.015837595907928,0,0
2,369,36.17,10,4,2,0.056910569105691,0.098021680216802,0.476190476190476,0
4,1155,73.36,11,10,0,0.014718614718615,0.063515151515152,0.647058823529412,0
1,1782,13.34,5,1,4,0.015151515151515,0.007485970819304,0.185185185185185,1
5,970,14.69,3,1,4,0.028865979381443,0.015144329896907,0.107142857142857,0
4,1310,95.65,0,10,0,0.016030534351145,0.073015267175573,0,0
1,1542,9.99,2,10,2,0.019455252918288,0.00647859922179,0.066666666666667,1
4,1735,83.37,10,5,0,0.012680115273775,0.048051873198847,0.454545454545455,0
6,1083,35.82,4,7,1,0.003693444136657,0.033074792243767,1,0
1,883,74.69,11,2,2,0.012457531143828,0.084586636466591,1,0
6,52,70.03,8,6,5,0.038461538461539,1.34673076923077,4,0
4,1568,99.64,3,2,4,0.01530612244898,0.063545918367347,0.125,0
5,50,53.55,3,8,5,0.08,1.071,0.75,0
3,1203,31.51,9,1,4,0.01496259351621,0.02619285120532,0.5,0
5,1618,60.74,11,10,4,0.013597033374537,0.037540173053152,0.5,0
6,1065,79.82,6,5,5,0.025352112676056,0.074948356807512,0.222222222222222,0
3,1656,26.2,5,7,3,0.0006038647343,0.015821256038647,5,0
2,1397,69.02,7,4,4,0.007158196134574,0.04940586972083,0.7,0
4,1405,43.3,4,9,1,0.00711743772242,0.030818505338078,0.4,0
2,1775,19.21,8,2,4,0.00112676056338,0.010822535211268,4,0
6,1230,17.65,9,3,2,0.004878048780488,0.014349593495935,1.5,0
2,931,68.85,1,9,0,0.026852846401719,0.073952738990333,0.04,0
3,1496,85.06,7,9,2,0.002005347593583,0.056858288770054,2.33333333333333,0
3,1501,42.54,10,7,3,0.00599600266489,0.02834110592938,1.11111111111111,0
3,1012,26.27,0,1,1,0.004940711462451,0.025958498023715,0,0
4,451,67.08,8,10,5,0.01330376940133,0.148736141906874,1.33333333333333,0
3,452,39.55,0,7,3,0.053097345132743,0.0875,0,0
6,486,91.58,3,2,4,0.041152263374486,0.18843621399177,0.15,0
4,558,25.96,2,10,5,0.010752688172043,0.046523297491039,0.333333333333333,0
3,1569,19.5,6,2,4,0.008922880815806,0.012428298279159,0.428571428571429,0
6,552,3.78,8,6,3,0.003623188405797,0.006847826086957,4,0
2,149,49.15,5,1,0,0.02013422818792,0.329865771812081,1.66666666666667,0
1,994,81.79,9,4,0,0.016096579476861,0.08228370221328,0.5625,0
1,1742,52.47,7,4,4,0.010332950631458,0.0301205510907,0.388888888888889,0
2,1476,97.73,9,0,1,0.010162601626016,0.066212737127371,0.6,0
3,587,8.2,11,2,5,0.03236797274276,0.01396933560477,0.578947368421053,0
1,824,25.31,1,9,4,0.019417475728155,0.030716019417476,0.0625,0
4,400,86.11,0,7,0,0.0025,0.215275,0,0
1,1506,36.67,7,3,4,0.01195219123506,0.024349269588313,0.388888888888889,0
6,1635,98.26,0,10,4,0.002446483180428,0.060097859327217,0,0
2,1294,89.66,8,3,3,0.017001545595054,0.069289026275116,0.363636363636364,0
4,1520,49.67,5,6,2,0.017763157894737,0.032677631578947,0.185185185185185,0
6,1283,89.36,7,2,0,0.023382696804365,0.069649259547935,0.233333333333333,0
4,976,15.59,6,9,0,0.029713114754098,0.015973360655738,0.206896551724138,0
4,1793,4.58,7,1,4,0.016174010039041,0.0025543781372,0.241379310344828,0
2,95,79.98,2,0,4,0.231578947368421,0.841894736842105,0.090909090909091,0
4,946,92.48,10,1,1,0.017970401691332,0.097758985200846,0.588235294117647,0
5,450,13.67,5,2,0,0.057777777777778,0.030377777777778,0.192307692307692,0
5,1778,66.21,7,10,0,0.005061867266592,0.037238470191226,0.777777777777778,0
5,1461,16.45,0,9,5,0.01574264202601,0.011259411362081,0,0
5,1248,58.5,9,5,3,0.024038461538462,0.046875,0.3,0
2,1646,62.93,3,5,5,0.002430133657351,0.038232077764277,0.75,0
2,137,66.41,9,6,1,0.051094890510949,0.484744525547445,1.28571428571429,0
2,214,14.17,0,4,3,0.05607476635514,0.066214953271028,0,0
6,1826,42.12,4,10,5,0.009857612267251,0.023066812705367,0.222222222222222,0
1,901,31.16,4,9,2,0.027746947835738,0.034583795782464,0.16,1
1,1692,21.21,4,10,5,0.00709219858156,0.012535460992908,0.333333333333333,0
1,1129,87.01,7,2,3,0.006200177147919,0.077068201948627,1,0
5,808,52.65,10,5,3,0.018564356435644,0.065160891089109,0.666666666666667,0
2,119,57.6,7,1,5,0.067226890756303,0.484033613445378,0.875,0
2,1021,6.24,1,10,2,0.002938295788443,0.006111655239961,0.333333333333333,0
5,94,61.31,1,3,5,0.202127659574468,0.652234042553192,0.052631578947368,0
2,1561,76.66,4,7,2,0.007046764894299,0.049109545163357,0.363636363636364,0
4,1636,5.71,1,5,4,0.013447432762836,0.0034902200489,0.045454545454546,0
4,517,39.77,7,5,1,0.036750483558994,0.076924564796905,0.368421052631579,0
2,567,94.25,9,3,2,0.029982363315697,0.166225749559083,0.529411764705882,0
2,571,33.67,6,10,4,0.049036777583187,0.058966725043783,0.214285714285714,1
3,321,33.01,5,6,3,0.074766355140187,0.102834890965732,0.208333333333333,0
2,1187,64.15,2,9,5,0.003369839932603,0.054043807919124,0.5,0
2,358,5.31,0,10,5,0.033519553072626,0.014832402234637,0,0
2,1688,52.49,3,5,5,0.004739336492891,0.031095971563981,0.375,0
5,381,68.41,4,2,0,0.013123359580053,0.179553805774278,0.8,0
6,858,15.69,2,3,0,0.016317016317016,0.018286713286713,0.142857142857143,0
1,1666,93.56,6,6,4,0.007803121248499,0.056158463385354,0.461538461538462,0
2,618,30.94,6,8,3,0.016181229773463,0.050064724919094,0.6,0
5,269,35.05,3,4,5,0.070631970260223,0.130297397769517,0.157894736842105,0
6,1107,46.63,11,8,4,0.010840108401084,0.042122854561879,0.916666666666667,0
3,471,96.93,9,3,4,0.044585987261147,0.205796178343949,0.428571428571429,0
1,472,84.08,4,10,3,0.004237288135593,0.178135593220339,2,0
6,426,13.15,6,10,5,0.05868544600939,0.030868544600939,0.24,0
3,238,16.65,11,0,4,0.117647058823529,0.069957983193277,0.392857142857143,0
5,755,48.92,2,8,0,0.033112582781457,0.064794701986755,0.08,0
1,383,66.13,1,1,0,0.052219321148825,0.17266318537859,0.05,0
6,1210,80.37,3,0,3,0.012396694214876,0.066421487603306,0.2,0
6,929,46.01,9,7,3,0.02475780409042,0.049526372443488,0.391304347826087,0
